# Number of chains of Species 1 =     1
 
# Actual mol fraction of Species 1 = 1.000

# Actual reduced density, rhostar = 0.001

# LAMMPS polymer melt data file
 
         120  atoms
         119  bonds
           0  angles
           0  dihedrals
           0  impropers
 
           1  atom types
           1  bond types
           0  angle types
           0  dihedral types
           0  improper types
 
     -25.000000      25.000000 xlo xhi
     -25.000000      25.000000 ylo yhi
       0.000000      50.000000 zlo zhi
 
Masses
 
  1  1.0
 
Atoms
 
        89       1       1   -4.6163  -24.2050   20.0093   0   0   0
        90       1       1   -4.2012  -24.6060   19.2297   0   0   0
        91       1       1   -3.3799  -24.0901   19.2142   0   0   0
        92       1       1   -3.0643  -23.1831   19.3505   0   0   0
        93       1       1   -3.5317  -23.4615   20.1536   0   0   0
        94       1       1   -3.8388  -23.0225   20.9622   0   0   0
        95       1       1   -4.5816  -22.8110   20.3754   0   0   0
        96       1       1   -4.7883  -22.1138   21.0173   0   0   0
        97       1       1   -4.3387  -21.7007   21.7710   0   0   0
        98       1       1   -3.6829  -22.3781   21.5432   0   0   0
        99       1       1   -3.0145  -22.2058   20.8617   0   0   0
       100       1       1   -3.6999  -22.3471   20.1900   0   0   0
       101       1       1   -3.7776  -21.5285   20.7046   0   0   0
       102       1       1   -3.8239  -20.9970   19.8946   0   0   0
       103       1       1   -2.8840  -21.2308   19.9468   0   0   0
       104       1       1   -2.4049  -21.0666   19.1195   0   0   0
       105       1       1   -3.2478  -20.9245   18.6609   0   0   0
       106       1       1   -3.8578  -20.7889   19.4027   0   0   0
       107       1       1   -3.4597  -21.2020   20.1849   0   0   0
       108       1       1   -3.5609  -22.0938   19.8169   0   0   0
       109       1       1   -4.0805  -22.0149   20.6321   0   0   0
       110       1       1   -3.8433  -21.0967   20.4281   0   0   0
       111       1       1   -3.8930  -20.7646   19.5181   0   0   0
       112       1       1   -3.1540  -20.6733   18.8964   0   0   0
       113       1       1   -2.6705  -20.8526   18.0749   0   0   0
       114       1       1   -1.8442  -21.2149   18.4311   0   0   0
       115       1       1   -1.6208  -21.7360   19.2181   0   0   0
       116       1       1   -1.9917  -21.0503   19.7952   0   0   0
       117       1       1   -1.3933  -20.7460   20.4954   0   0   0
       118       1       1   -1.1230  -21.6602   20.3162   0   0   0
       119       1       1   -1.5932  -22.0501   21.0697   0   0   0
       120       1       1   -2.2321  -21.7000   21.7101   0   0   0
 
Bonds
 
        1  1        1        2
        2  1        2        3
        3  1        3        4
        4  1        4        5
        5  1        5        6
        6  1        6        7
        7  1        7        8
        8  1        8        9
        9  1        9       10
       10  1       10       11
       11  1       11       12
       12  1       12       13
       13  1       13       14
       14  1       14       15
       15  1       15       16
       16  1       16       17
       17  1       17       18
       18  1       18       19
       19  1       19       20
       20  1       20       21
       21  1       21       22
       22  1       22       23
       23  1       23       24
       24  1       24       25
       25  1       25       26
       26  1       26       27
       27  1       27       28
       28  1       28       29
       29  1       29       30
       30  1       30       31
       31  1       31       32
       32  1       32       33
       33  1       33       34
       34  1       34       35
       35  1       35       36
       36  1       36       37
       37  1       37       38
       38  1       38       39
       39  1       39       40
       40  1       40       41
       41  1       41       42
       42  1       42       43
       43  1       43       44
       44  1       44       45
       45  1       45       46
       46  1       46       47
       47  1       47       48
       48  1       48       49
       49  1       49       50
       50  1       50       51
       51  1       51       52
       52  1       52       53
       53  1       53       54
       54  1       54       55
       55  1       55       56
       56  1       56       57
       57  1       57       58
       58  1       58       59
       59  1       59       60
       60  1       60       61
       61  1       61       62
       62  1       62       63
       63  1       63       64
       64  1       64       65
       65  1       65       66
       66  1       66       67
       67  1       67       68
       68  1       68       69
       69  1       69       70
       70  1       70       71
       71  1       71       72
       72  1       72       73
       73  1       73       74
       74  1       74       75
       75  1       75       76
       76  1       76       77
       77  1       77       78
       78  1       78       79
       79  1       79       80
       80  1       80       81
       81  1       81       82
       82  1       82       83
       83  1       83       84
       84  1       84       85
       85  1       85       86
       86  1       86       87
       87  1       87       88
       88  1       88       89
       89  1       89       90
       90  1       90       91
       91  1       91       92
       92  1       92       93
       93  1       93       94
       94  1       94       95
       95  1       95       96
       96  1       96       97
       97  1       97       98
       98  1       98       99
       99  1       99      100
      100  1      100      101
      101  1      101      102
      102  1      102      103
      103  1      103      104
      104  1      104      105
      105  1      105      106
      106  1      106      107
      107  1      107      108
      108  1      108      109
      109  1      109      110
      110  1      110      111
      111  1      111      112
      112  1      112      113
      113  1      113      114
      114  1      114      115
      115  1      115      116
      116  1      116      117
      117  1      117      118
      118  1      118      119
      119  1      119      120
